trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-04-17 21:14:15,213186334552049,fraud_Macejkovic-Lesch,shopping_pos,5.08,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528.0,Chief Marketing Officer,1972-09-13,b82053d12a13551c9e8994819ef300eb,1334697255.0,41.488957,-79.858085,0.0
2019-06-06 04:48:47,4550599031376731,fraud_Hudson-Grady,shopping_pos,138.26,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985.0,Press photographer,1968-05-29,f821480949235f0cdcd294403ec428e6,1338958127.0,41.228178,-82.879,0.0
2019-04-12 16:03:09,4536996888716062123,fraud_Fadel Inc,health_fitness,62.57,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408.0,Historic buildings inspector/conservation officer,1972-07-18,1752ae3aef442f474ebad04a92c67973,1334246589.0,36.658859,-106.905297,0.0
2019-05-06 13:23:17,4482427013979020,fraud_Bauch-Blanda,entertainment,103.66,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642.0,Building services engineer,1946-08-30,80ea6b199574ab2ce09c9da9c8141a71,1336310597.0,39.207624,-81.264566,0.0
2019-03-16 22:38:01,4025612008285111,fraud_Lynch-Wisozk,home,93.52,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274.0,Maintenance engineer,1949-03-20,453b7617a069a4894f85e27480449b45,1331937481.0,40.312927,-80.015461,0.0
2019-06-18 03:08:17,571465035400,"fraud_Reichert, Rowe and Mraz",shopping_net,88.02,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645.0,Freight forwarder,1976-02-26,5d8d9f65b0c35d3527d1a7ece46438df,1339988897.0,43.28382,-109.768565,0.0
2019-01-19 23:02:07,4980323467523543940,fraud_Bernhard-Lesch,food_dining,12.74,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966.0,Structural engineer,1947-10-27,fe2d899b5349eb0cf7f4d63e3279a5db,1327014127.0,43.841362,-72.956788,0.0
2019-05-30 18:31:17,4373370572092720777,"fraud_Schmeler, Bashirian and Price",shopping_net,39.81,Hailey,Rhodes,F,337 Michael Harbors Suite 722,Michigan,ND,58259,48.0204,-98.1186,454.0,"Producer, television/film/video",1972-07-29,c26411f984958fbd5cc799847247e7e8,1338402677.0,48.637223,-97.163238,0.0
2019-04-26 12:13:20,3525668150756629,"fraud_Lubowitz, Terry and Stracke",personal_care,72.36,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137.0,Film/video editor,1990-08-13,a003d5c2dfbda1dd13ddd8e090886f11,1335442400.0,47.174138,-87.723069,0.0
2019-06-03 13:30:13,30153452207526,fraud_Bechtelar-Rippin,food_dining,56.05,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908.0,Radio producer,1962-04-05,4e53245d2d01d3b79af243b913584e29,1338730213.0,32.307829,-100.278191,0.0
2019-02-26 10:33:18,4179719215697782,"fraud_Connelly, Reichert and Fritsch",gas_transport,79.1,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574.0,"Scientist, audiological",1982-12-27,095176c7288f67078b1baf202448cf5c,1330252398.0,43.578719,-93.505269,0.0
2019-03-17 16:02:36,6564459919350820,"fraud_Hoppe, Harris and Bednar",entertainment,49.08,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306.0,Public relations officer,1958-09-10,7094aad06cd5f56892e1e426f1d56575,1332000156.0,42.481488,-90.557658,0.0
2019-05-20 09:52:37,30197398657930,fraud_DuBuque LLC,grocery_pos,201.95,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335.0,Chief Strategy Officer,1987-09-19,edcc0ec15ea039a30cf1ddc5d0af6621,1337507557.0,35.224909999999994,-77.68388,0.0
2019-03-25 05:29:04,3550554389581384,fraud_Kutch and Sons,grocery_pos,92.05,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060.0,Oncologist,1983-11-10,809c1b4912654b44bc67a49389b0260f,1332653344.0,30.2681,-82.349877,0.0
2019-07-05 12:45:11,6011693194885790,fraud_Roberts-Beahan,misc_pos,586.89,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607.0,"Lecturer, further education",1995-12-04,6784961598365846b447b941fac7c62a,1341492311.0,45.356643,-93.623017,0.0
2019-06-06 17:25:12,4956828990005111019,fraud_Thompson-Gleason,health_fitness,112.88,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967.0,Operational researcher,1980-12-21,822b641474a72b6a84ee19a71cf0f44f,1339003512.0,40.111467,-73.253016,0.0
2019-01-30 19:00:24,36722699017270,fraud_Boyer-Haley,travel,3.86,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872.0,Petroleum engineer,1987-10-28,61a29492d8c8c500d38b3adc31687bed,1327950024.0,32.588118,-111.374527,0.0
2019-05-16 02:39:12,3566875419572867,"fraud_Watsica, Haag and Considine",shopping_pos,128.09,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654.0,Transport planner,1991-01-31,dc83615dafcc0358ccc24c74ef6465e8,1337135952.0,44.053557,-72.79385500000001,0.0
2019-03-18 06:06:26,2233882705243596,"fraud_Terry, Johns and Bins",misc_pos,8.35,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923.0,Medical physicist,1960-01-16,1e90e9cd8e4d28813c613629380ab579,1332050786.0,32.441041,-89.925791,0.0
2019-06-21 17:01:51,4481131401752,fraud_Kuhn LLC,shopping_pos,4.87,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299.0,English as a second language teacher,1975-04-30,08c5b3514ab1dc54a470f83637ac3a26,1340298111.0,42.324123,-70.948045,0.0
2019-06-11 01:41:16,3543591270174051,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,53.57,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922.0,Early years teacher,1972-10-04,c30e0ae66aef7fe8ec97c3554d604f38,1339378876.0,39.892408,-79.847491,0.0
2019-02-08 23:11:06,6506982560413523,"fraud_Reichert, Huels and Hoppe",shopping_net,5.32,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438.0,Surgeon,1985-04-15,3d40cdcd1cd5220499e5075925c08e75,1328742666.0,32.493807000000004,-94.137724,0.0
2019-07-08 14:06:48,4451952084362894,fraud_Larkin Ltd,kids_pets,49.5,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686.0,Petroleum engineer,1980-07-30,282e5eb916d1be3be7ef0fb92f8795cd,1341756408.0,33.919740000000004,-102.361831,0.0
2019-02-10 12:41:36,378904938837132,fraud_Fadel Inc,health_fitness,9.28,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675.0,Barrister,1986-05-01,6ddd0929f0b8b4c2f13a5f066ea34645,1328877696.0,36.237366,-99.685845,0.0
2019-05-22 05:44:05,213148039875802,"fraud_Ferry, Reichel and DuBuque",grocery_net,97.62,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613.0,Environmental consultant,1978-11-30,28c50b5c4b47907e676fa13cc3fd6ce3,1337665445.0,27.943766,-82.735148,0.0
2019-06-28 19:10:55,2712209726293386,fraud_Hickle Group,shopping_pos,86.17,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909.0,"Designer, furniture",1977-02-22,faa5cf67f9233d197c840b567c12f3d9,1340910655.0,31.390621000000003,-90.770105,0.0
2019-01-28 20:38:13,4586810168620942,"fraud_Mosciski, Ziemann and Farrell",shopping_net,111.71,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408.0,"Sales professional, IT",1997-07-05,32b53f6aec3343316b4eef9a63cc0bba,1327783093.0,32.21532,-81.030738,0.0
2019-06-02 22:30:16,345389171551808,fraud_Ratke and Sons,health_fitness,40.22,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451.0,Financial trader,1984-05-19,b85ba9467b80890c855ec8e0c6b0e2cb,1338676216.0,33.221624,-90.157747,0.0
2019-06-18 12:19:23,6011438889172900,fraud_Homenick LLC,personal_care,36.51,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161.0,Electrical engineer,1993-04-08,695b1a9a5f9b366824a09f23bb404311,1340021963.0,34.901073,-91.207694,0.0
2019-06-12 20:47:01,4904681492230012,fraud_Dickinson Ltd,misc_pos,4.53,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722.0,Comptroller,1990-10-19,9425489a37d59639f39a45521a0ea04b,1339534021.0,42.458904,-74.610708,0.0
2019-02-20 22:50:22,3543299015720986,"fraud_Schneider, Hayes and Nikolaus",food_dining,92.47,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521.0,"Teacher, English as a foreign language",1977-10-19,4d914e56826032612f79678100453fcf,1329778222.0,36.268965,-81.927499,0.0
2019-06-02 14:21:17,3589255887819806,fraud_Skiles LLC,home,41.73,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766.0,Press photographer,1984-02-14,d13c14ed10a90399c016221d6e29048e,1338646877.0,39.326852,-78.106488,0.0
2019-05-26 02:44:01,4836998673805450,fraud_Roob LLC,grocery_net,46.39,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469.0,Trade mark attorney,1979-04-12,d9783d60d5773b41498dc9753e30e36f,1338000241.0,46.456561,-86.662051,0.0
2019-06-02 14:48:04,30175986190993,fraud_Medhurst Inc,home,45.45,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516.0,Applications developer,1966-06-07,05d35d7025ed7b3ac7b62e188fb0dfa3,1338648484.0,48.355251,-95.964659,0.0
2019-03-02 17:48:10,4586810168620942,fraud_Gleason-Macejkovic,shopping_net,122.8,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408.0,"Sales professional, IT",1997-07-05,cdb3886da962bfb4d4b9aac6d6a0db69,1330710490.0,32.971863,-81.009614,0.0
2019-04-26 23:54:27,30082025922891,fraud_Botsford and Sons,home,37.51,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002.0,"Pilot, airline",1934-06-23,b49b59c4e566780babcab99b94c10e7a,1335484467.0,25.448186,-82.543648,0.0
2019-05-28 14:25:45,348789608637806,fraud_Botsford and Sons,home,57.13,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331.0,Telecommunications researcher,1950-08-19,eb9a0cb2313fd9b38abcea19eb80e9cb,1338215145.0,40.21399,-99.259096,0.0
2019-05-29 01:26:55,4355790796238264643,fraud_Bins-Rice,gas_transport,50.9,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656.0,Exhibition designer,1969-08-04,262334afb19c3a5ac178e326c8a8724f,1338254815.0,40.490097,-91.262252,0.0
2019-03-29 16:25:02,4306630852918,fraud_Reilly LLC,home,33.51,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396.0,Occupational hygienist,1960-03-12,210366b95e39b54a873c1403bd3fcc79,1333038302.0,39.073265,-90.733892,0.0
2019-06-30 18:16:43,3553629419254918,fraud_Bashirian Group,shopping_net,104.32,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85.0,"Research officer, political party",1984-09-01,8f2762d7295cdb75cfe322909b1d7bf1,1341080203.0,48.299257,-122.166545,0.0
2019-02-18 22:16:36,2264937662466770,fraud_Cartwright-Harris,grocery_pos,49.45,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797.0,Land,1995-10-17,56e63ecefb8da3f87ec3146f77cc98c2,1329603396.0,29.293195,-97.748074,0.0
2019-07-06 07:30:35,676369110710,"fraud_Heller, Gutmann and Zieme",grocery_pos,94.83,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830.0,"Engineer, automotive",1974-12-28,949f7239a420c8ddf4022e15126fc24f,1341559835.0,41.892605,-82.344066,0.0
2019-06-23 01:11:36,3564182536169293,fraud_Kuphal-Bartoletti,misc_net,9.16,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443.0,Research scientist (medical),1962-03-04,3aca4d2b6235574ead79235673ad5961,1340413896.0,40.024379,-82.532676,0.0
2019-05-09 02:12:07,4769426683924058915,fraud_Kerluke Inc,misc_net,379.12,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909.0,Mining engineer,1954-08-22,d57b3fa5e3496c8571ce422dfcb6bbff,1336529527.0,41.045869,-77.875854,0.0
2019-03-02 12:06:28,213112402583773,fraud_Stiedemann Inc,misc_pos,6.72,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523.0,Research scientist (physical sciences),1984-06-03,a76980b3d4b14a1b14c57d8ccda47cbc,1330689988.0,34.087074,-82.810167,0.0
2019-06-11 19:01:42,2283743876903625,fraud_Adams-Barrows,health_fitness,11.27,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556.0,Prison officer,1997-12-27,e786b73e5972c28f806f8cdc511cfcfc,1339441302.0,34.8035,-83.64516,0.0
2019-04-21 21:56:58,3514865930894695,fraud_Upton PLC,entertainment,22.19,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899.0,Naval architect,1967-08-30,72125dead8019c8ef90dbeeac29ee600,1335045418.0,31.981941,-106.326833,0.0
2019-06-18 09:34:06,4584931703207308232,fraud_Auer-Mosciski,grocery_pos,215.26,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321.0,"Designer, ceramics/pottery",1975-04-16,f30c81471356df94fe61edac1c1a7052,1340012046.0,32.081438,-96.669961,0.0
2019-02-13 04:24:17,4319584480204988982,fraud_Heathcote LLC,shopping_net,4.95,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502.0,Chief Financial Officer,1960-02-01,3cbbea06fad8763c2d9dd7e00b65c36c,1329107057.0,36.188174,-82.445261,0.0
2019-06-22 17:52:16,3523898249167098,fraud_Auer-West,shopping_net,2.6,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480.0,"Therapist, drama",1990-11-09,7b3eeb9d31c18d48bfa6945720f2c088,1340387536.0,40.804818,-73.930102,0.0
2019-04-19 12:07:09,4254074738931278,"fraud_Brown, Homenick and Lesch",health_fitness,23.43,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239.0,Radio producer,1956-05-02,0e064964a7e73d0ca6e63fcb22b16c1d,1334837229.0,41.848516,-79.055136,0.0
2019-04-25 21:17:42,571844099986,fraud_Graham and Sons,health_fitness,112.31,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284.0,Engineering geologist,1952-04-02,eb8cb420c7abad2f127e30e4ba57afa1,1335388662.0,38.497704,-86.438585,0.0
2019-04-17 22:12:13,4149635823017,"fraud_Douglas, Schneider and Turner",shopping_pos,31.79,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996.0,Aid worker,1977-06-14,d1911e7d298a23bb497bdae6e3d70450,1334700733.0,33.847331,-87.29799799999999,0.0
2019-03-11 14:31:29,4334230547694630,fraud_Schumm PLC,health_fitness,13.91,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471.0,"Education officer, museum",1967-08-02,fe602d6d3702b72849368ceb224509eb,1331476289.0,43.337616,-110.927995,0.0
2019-05-05 09:59:01,630441765090,fraud_Gislason Group,misc_pos,2.13,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791.0,Corporate investment banker,1965-07-26,2d74c2dabe96cb9163428e15ac3ef5c5,1336211941.0,32.276574,-99.920651,0.0
2019-02-05 02:22:08,4092452671396169678,fraud_Kiehn-Emmerich,grocery_pos,139.32,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290.0,"Engineer, biomedical",1945-12-07,13b15d91597e44a24431e3ad1403c25f,1328408528.0,35.231623,-78.624992,0.0
2019-03-06 05:35:46,630484879808,"fraud_Gottlieb, Considine and Schultz",shopping_net,84.0,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123.0,Early years teacher,1973-02-07,bbb92e7a12d0d17d9cb3f6e4de74d872,1331012146.0,35.580519,-120.25446200000002,0.0
2019-04-23 23:16:43,4512828414983801773,fraud_Kerluke-Abshire,shopping_net,4.48,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328.0,Tree surgeon,1983-07-25,754047df928b110ce2a049fb48e44c18,1335223003.0,39.835978,-79.45322,0.0
2019-06-09 06:24:59,371226440126102,fraud_Kilback LLC,grocery_pos,91.1,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810.0,Race relations officer,1974-12-24,fea42daa5aaf50baf259bed07b5c1bc2,1339223099.0,38.588589,-88.472827,0.0
2019-06-20 13:16:08,213161869125933,fraud_Wilkinson LLC,personal_care,68.07,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190.0,Animal nutritionist,1970-04-17,c15947ca0739b16cd2c14c8a062dffec,1340198168.0,44.582095,-70.945849,0.0
2019-04-13 10:25:10,213125815021702,fraud_Erdman-Kertzmann,gas_transport,51.71,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397.0,Psychiatrist,1931-09-12,7a8400f0c4539177169c4a288c3e9e85,1334312710.0,41.870649,-74.774833,0.0
2019-06-19 16:00:20,342319985983023,"fraud_Witting, Beer and Ernser",home,77.16,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988.0,Environmental health practitioner,1978-05-23,f32c62585c026694e6cb5d47be45d084,1340121620.0,41.995768,-74.586236,0.0
2019-03-20 17:46:04,2268221587779419,fraud_Turner and Sons,shopping_pos,355.45,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480.0,Teaching laboratory technician,1985-01-02,11c568434957b552a8e376c89d604ebd,1332265564.0,45.61684,-122.839262,0.0
2019-06-20 14:08:24,3506040590383211,fraud_Schoen-Quigley,kids_pets,50.4,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286.0,Chief of Staff,1989-03-09,186acc1c3dcd1569ea20a3fb58e5bcca,1340201304.0,44.662213,-113.045262,0.0
2019-05-12 07:55:05,4561546772499,fraud_Hudson-Ratke,grocery_pos,55.93,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268.0,"Therapist, art",1988-08-04,d84532ad35cfb84e26b0c57bb7ea658a,1336809305.0,35.685971,-106.770605,0.0
2019-06-21 22:21:58,30135235368675,"fraud_Konopelski, Schneider and Hartmann",food_dining,39.05,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373.0,"Engineer, production",1992-11-27,0e2e0dc92146efce26c8ad98408bb14e,1340317318.0,39.271669,-94.289294,0.0
2019-06-17 01:15:01,3540075240003197,"fraud_Lehner, Mosciski and King",misc_net,5.81,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211.0,Chief Strategy Officer,1987-01-27,69609a4c5232d63472a52cc804b487a5,1339895701.0,44.244056,-93.901226,0.0
2019-03-10 16:02:52,213161293389774,"fraud_Hyatt, Russel and Gleichner",health_fitness,72.83,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256.0,"Teacher, primary school",1968-06-24,fec549e37bbbe7e2822a641ef7b6d1f2,1331395372.0,43.378325,-77.548798,0.0
2019-04-29 22:07:11,2713913904780408,fraud_Skiles LLC,home,15.68,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581.0,Multimedia programmer,1964-02-13,718f4ef60f34f83329c6e05b5da09c42,1335737231.0,32.514231,-91.09089,0.0
2019-03-25 15:42:17,3576431665303017,fraud_Quitzon-Goyette,home,29.51,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922.0,Contractor,1981-10-24,cb877227d90b18aaef96389493a67057,1332690137.0,33.201607,-111.663794,0.0
2019-01-20 13:11:11,3560797065840735,"fraud_Bins, Balistreri and Beatty",shopping_pos,8.87,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77.0,Film/video editor,1989-12-17,2e6789f98e3e16a4e822cb355dce68a0,1327065071.0,46.908247,-101.846411,0.0
2019-01-22 15:24:49,372509258176510,fraud_Botsford PLC,home,87.75,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951.0,Learning disability nurse,1985-06-18,efa6dd9147e8365ec326cd074e8414a2,1327245889.0,41.984898,-82.561266,0.0
2019-01-17 17:13:23,30135235368675,"fraud_Cormier, Stracke and Thiel",entertainment,163.75,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373.0,"Engineer, production",1992-11-27,ce2b23ab4dda194c0c4f0715ae7accf8,1326820403.0,38.421884000000006,-94.275782,0.0
2019-03-17 15:08:08,4681699462969,"fraud_Boehm, Predovic and Reinger",misc_pos,1.12,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701.0,"Journalist, newspaper",1978-03-06,61f93b709ad1771d7f91276c8ba60745,1331996888.0,34.968557000000004,-85.670869,0.0
2019-06-06 10:02:15,2288813824604479,fraud_Skiles-Ankunding,grocery_net,29.02,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385.0,Herbalist,1981-08-29,33f0c6daf8f12d7df3d5b3b18ff83c3a,1338976935.0,41.421274,-73.156379,0.0
